PilotID,HoursFlownPerYear,StressManagementScore,Certifications,AircraftTypeExperience,WeatherAdaptabilityScore,AccidentFreeYears,TrainingHoursLastYear,FlightReviewScore,FlightDisciplineRating,ReactionTimeScore,CommunicationSkills,DecisionMakingScore
1,768.5948355913094,9,Night Flight,Cessna 172,5,2,35.244271518020255,9.300475073389926,8.175166024032302,7.023284052155171,7,9
1,943.987729117512,9,Night Flight,Boeing 737,5,7,38.705147304194895,8.44495639634263,8.675244750219727,6.740678840739038,6,9
1,872.5791248591968,6,Night Flight,Boeing 737,7,13,28.48635664777248,8.011220855787808,9.030274445886697,6.138454741832131,8,7
1,725.7931689912336,9,Multi-Engine,Cessna 172,5,10,31.229735900343538,9.97904283515264,6.282031069461381,9.227824473190118,6,7
1,705.2211673695595,7,Night Flight,Airbus A320,8,8,25.581039970319637,9.352764434706025,8.896380095233164,8.546536605635918,7,8
1,765.3053368974993,6,Night Flight,Airbus A320,7,12,33.76169428672898,7.603731399813156,8.298311765737576,8.973789116125477,7,8
1,815.2489754221276,9,Night Flight,Airbus A320,6,12,22.669534092066527,8.939144353488995,6.043040885922977,7.67321876510827,9,9
1,902.773207722418,9,IFR,Boeing 737,8,8,18.97478700907365,8.034081837337006,8.275968080497103,8.659250077558298,8,8
1,867.0649333311983,7,Multi-Engine,Boeing 737,8,5,32.60440655543736,9.063341656282013,6.691082602482332,8.400522785915717,6,9
1,769.9544009685997,6,Night Flight,Cessna 172,9,12,26.33670671669062,8.493602924913823,7.85308993920056,6.723856471376481,7,9
1,848.8655038232074,7,Night Flight,Airbus A320,5,14,27.041471820745677,9.00261637400911,9.147698243010499,9.061191882920788,6,7
1,722.269652995696,6,Night Flight,Airbus A320,7,7,32.22601081679288,7.301289237084888,8.155836344476892,8.906033646584724,7,8
1,724.5083195764199,6,Night Flight,Airbus A320,6,10,36.03408265532777,9.723081165101792,9.66650995978036,9.655533269085424,8,7
1,594.1227798748889,9,Night Flight,Boeing 737,5,10,28.251569473170118,9.12833997078662,7.492094048540277,8.1668587207234,6,9
1,847.3998327085594,6,Multi-Engine,Cessna 172,7,11,41.21416446618893,8.234598370070792,6.323524600134629,8.406045122535087,6,7
1,853.005242872365,7,Multi-Engine,Boeing 737,9,13,26.68432454325153,7.845346969103179,9.634052707820397,9.66878591429049,6,7
1,788.4212809696833,6,Multi-Engine,Boeing 737,5,4,44.55902253202167,9.347446536780582,6.669086640911299,8.371489253029953,7,8
1,633.0162003901978,9,IFR,Cessna 172,7,6,27.50517165956497,8.14974991615063,9.966137951998451,7.219535905049822,9,7
1,857.1418757533952,6,Multi-Engine,Boeing 737,6,6,37.39741151619063,8.419760098525952,6.736979306663768,8.650808364686773,7,6
1,976.0821857633099,8,IFR,Airbus A320,9,8,25.18788962509023,8.29967934977007,8.607222776440318,8.046739470487116,8,9
1,834.9359841727904,6,Night Flight,Cessna 172,8,2,26.224011238505444,8.683545668922058,9.479282360175933,6.588390101996732,8,9
1,787.0687703140577,8,Multi-Engine,Airbus A320,9,8,26.17663497249091,7.911502430989881,7.525266756548636,7.140564912743821,7,9
1,807.0846980370137,7,IFR,Cessna 172,5,8,38.23537002891803,8.011255976322474,9.14469486275993,7.376424966444526,6,7
1,784.9117099293339,7,Multi-Engine,Boeing 737,5,10,31.983796785414064,9.543050570412138,6.160166289445225,9.23871408700787,6,6
1,663.6636869224876,6,Multi-Engine,Airbus A320,7,12,14.68884823826033,7.999651107130978,8.368658735819997,6.185271659447,6,9
1,834.1847101673612,7,Night Flight,Boeing 737,7,10,35.24101907886521,9.1664225141353,7.644947969338416,6.615238162484399,8,6
1,894.9769329203556,9,IFR,Boeing 737,5,5,38.349327728472936,7.786416180535722,9.954920698064784,9.890421204053009,9,9
1,742.4194510698059,6,IFR,Cessna 172,9,1,28.281800315156552,8.97980578053338,6.71219445972858,6.337747118419765,9,9
1,804.1767228221145,6,Night Flight,Airbus A320,6,11,30.954452809273352,9.653174742336924,6.989116383425802,8.412241712259462,7,9
1,1000.9532737258809,8,Night Flight,Boeing 737,5,9,30.058923611880974,8.69491902356359,6.474636458824055,8.83917355837265,7,6
1,796.6018161594646,6,IFR,Cessna 172,9,2,22.372357967508933,7.4313468019913,8.289924147839546,9.87449045898887,7,6
1,785.58780677611,8,Multi-Engine,Boeing 737,9,7,25.114701618570777,8.228144363880283,9.684018257659336,8.489503167516688,6,7
1,835.0652903346406,6,Multi-Engine,Airbus A320,9,7,19.670818688603628,9.486623142326906,9.913124836999835,7.054295770551939,9,9
1,657.2344160719431,9,IFR,Cessna 172,6,4,33.64702850468359,7.779969647543059,6.748095024030647,7.935220982389404,7,7
1,804.7917351080831,8,Night Flight,Boeing 737,8,13,33.983788279934295,9.760491512987722,8.93669384167968,7.5857465135678375,9,6
1,756.1346854290329,7,IFR,Cessna 172,8,7,20.767467918778337,7.8683149588043,8.908967099240813,9.591263943416942,7,8
1,602.6651117173267,9,Night Flight,Airbus A320,7,10,33.46459549950603,7.387182492580032,7.120478605142818,8.610925863358322,7,6
1,889.3395970695385,8,IFR,Airbus A320,8,3,43.812183927772494,8.983642255630759,9.28683913933028,6.183821606641055,8,8
1,806.9623683295614,7,IFR,Boeing 737,9,10,45.87269920176315,7.014342179296625,6.309217230034934,7.543189755507004,9,8
1,793.7209278418064,9,Multi-Engine,Cessna 172,8,12,24.35492462864422,8.039277953771492,7.531242727062645,6.742478576700044,6,6
1,966.9965540591761,6,Night Flight,Airbus A320,8,7,44.33561428409802,9.151656588276264,7.745290065035276,9.201861343332025,6,6
1,715.9321402325545,6,Multi-Engine,Airbus A320,9,11,26.09995575890818,8.89241496036745,6.201037834560784,9.630339129632716,7,8
1,832.2154143215208,8,Multi-Engine,Cessna 172,7,1,51.248509922845344,7.946246877485905,6.3941165224607985,6.753232838355057,6,8
1,876.5087849028656,9,Night Flight,Airbus A320,7,10,41.673920019123564,7.034279099669199,9.560982132129594,7.148226831278025,9,6
1,876.4084559891043,7,Night Flight,Boeing 737,8,9,41.52585577368147,8.67273806018978,9.23600161766566,9.68313071060886,6,7
1,758.2326451759102,7,IFR,Cessna 172,5,13,29.97312018610539,8.493640952342407,7.934358068367263,9.346019112604429,6,8
1,869.8306896117203,9,Night Flight,Cessna 172,6,4,16.651464147884667,8.26410840348954,6.105038954528298,7.485374262146092,6,8
